call_identifier,call_timestamp,call_text,call_duration_seconds,escalation_required
932,2023-01-08 14:14:18,I have a billing issue.,455,1
933,2023-03-09 22:31:18,Can I get a copy of my invoice?,321,0
934,2023-11-16 22:18:19,I need technical support.,563,0
935,2023-09-12 21:37:54,My device isn't charging properly.,263,0
936,2023-06-02 08:35:36,The product I received is defective.,187,1
937,2023-01-14 15:24:08,I want to cancel my subscription.,148,0
938,2023-04-03 11:49:44,How do I change my shipping address?,540,0
939,2023-03-28 16:40:40,Can I get a copy of my invoice?,477,1
940,2023-03-02 07:47:02,What's the status of my repair?,365,0
941,2023-05-17 00:03:07,Can you help me with a refund?,152,0
942,2023-04-09 22:03:10,I need to update my payment information.,64,1
943,2023-03-01 20:59:41,The product I received is defective.,108,0
944,2023-09-03 17:26:33,How do I apply a discount code?,441,0
945,2023-07-13 13:10:35,How do I apply a discount code?,204,1
946,2023-12-09 19:25:13,My internet is not working properly.,145,0
947,2023-01-23 06:32:09,I need help with my insurance claim.,257,0
948,2023-09-09 15:00:58,My internet is not working properly.,221,1
949,2023-07-02 06:12:46,Can I get a copy of my invoice?,318,0
950,2023-01-21 18:39:15,My package hasn't arrived yet.,273,0
951,2023-05-13 17:32:44,Can you help me with a refund?,98,1
952,2023-11-15 01:40:31,I need to update my payment information.,228,0
953,2023-12-24 21:03:10,Can you explain my recent charges?,349,1
954,2023-11-21 07:32:34,I need assistance with a warranty claim.,209,1
955,2023-02-02 23:34:24,The app keeps crashing.,292,1
956,2023-03-13 07:03:47,What's the status of my repair?,219,0
957,2023-09-01 04:01:29,My package hasn't arrived yet.,270,1
958,2023-10-06 11:54:02,My device isn't charging properly.,525,0
959,2023-02-14 13:48:23,I need to report a lost card.,560,0
960,2023-05-12 14:15:11,My internet is not working properly.,244,1
961,2023-12-05 13:09:44,The service has been down for hours.,443,0
962,2023-09-30 21:43:47,The product I received is defective.,544,1
963,2023-04-21 17:53:21,Can I speak to a manager?,99,0
964,2023-10-04 19:13:09,Can you explain my recent charges?,514,1
965,2023-01-29 13:08:46,The service has been down for hours.,51,1
966,2023-04-01 01:36:57,How do I reset my password?,536,0
967,2023-11-09 19:22:18,I need to update my payment information.,503,1
968,2023-09-21 20:19:31,I need to update my payment information.,173,0
969,2023-08-21 01:45:52,I need to report a lost card.,351,0
970,2023-10-10 01:55:18,Can I get a copy of my invoice?,524,1
971,2023-02-13 20:09:42,The service has been down for hours.,548,1
972,2023-11-01 04:47:21,How do I track my order?,130,1
973,2023-08-11 11:46:34,I want to cancel my subscription.,76,0
974,2023-08-21 12:28:22,I want to upgrade my plan.,572,1
975,2023-05-11 09:37:20,How do I apply a discount code?,156,0
976,2023-08-22 13:19:31,I'm unable to login to my account.,408,0
977,2023-04-23 23:23:40,I want to upgrade my plan.,485,1
978,2023-06-04 22:29:27,I need help with my account balance.,539,1
979,2023-04-26 08:50:48,I'm having trouble with my online order.,256,0
980,2023-04-13 06:21:30,Can you explain my recent charges?,470,1
981,2023-01-05 10:14:58,What's the status of my repair?,174,0
982,2023-12-27 23:02:32,What's the status of my repair?,274,1
983,2023-01-15 11:19:22,I need assistance with a warranty claim.,280,0
984,2023-06-17 11:14:02,I want to upgrade my plan.,238,1
985,2023-07-06 19:38:21,How do I apply a discount code?,540,1
986,2023-12-17 13:50:46,The app keeps crashing.,426,1
987,2023-02-19 04:31:05,My internet is not working properly.,410,0
988,2023-06-26 05:24:41,I need technical support.,141,0
989,2023-02-14 23:59:35,I need to update my payment information.,262,1
990,2023-05-21 07:31:36,My device isn't charging properly.,133,1
991,2023-01-07 09:32:24,How do I set up auto-pay?,192,1
992,2023-03-25 23:54:45,I need help with my insurance claim.,327,1
993,2023-05-28 21:04:40,My package hasn't arrived yet.,156,0
994,2023-09-26 09:59:58,The app keeps crashing.,332,1
995,2023-07-15 05:30:45,I want to upgrade my plan.,323,1
996,2023-02-25 14:18:28,How do I change my shipping address?,207,1
997,2023-08-26 08:26:11,How do I set up auto-pay?,78,1
998,2023-07-07 22:12:38,My internet is not working properly.,88,0
999,2023-03-01 22:06:06,Can you help me with a refund?,590,0
1000,2023-01-08 23:57:04,I'm unable to login to my account.,453,0
